epsilon, dim, number_of_threads, algo_type, id_rep, compression_ratio, space_saving, time (s) 
0.0001, 32768, 1, TaskBased, 2, 46.0398, 0.97828, 1.35073
0.0001, 32768, 1, TaskBased, 3, 46.0398, 0.97828, 1.37446
0.0001, 32768, 1, TaskBased, 4, 46.0398, 0.97828, 1.34933
0.0001, 32768, 1, TaskBased, 5, 46.0398, 0.97828, 1.34903
0.0001, 32768, 1, TaskBased, 6, 46.0398, 0.97828, 1.34966
0.0001, 32768, 1, TaskBased, 7, 46.0398, 0.97828, 1.35038
0.0001, 32768, 1, TaskBased, 8, 46.0398, 0.97828, 1.34939
0.0001, 32768, 1, TaskBased, mean, 46.0398, 0.97828, 1.35247
0.0001, 32768, 1, TaskBased, stddev, 7.53644e-15, 0, 0.00827075
0.0001, 65536, 1, Classic, 0, 82.6103, 0.987895, 3.0309
0.0001, 65536, 1, Classic, 1, 82.6103, 0.987895, 3.05872
0.0001, 65536, 1, Classic, 2, 82.6103, 0.987895, 3.02496
0.0001, 65536, 1, Classic, 3, 82.6103, 0.987895, 3.02381
0.0001, 65536, 1, Classic, 4, 82.6103, 0.987895, 3.02874
0.0001, 65536, 1, Classic, 5, 82.6103, 0.987895, 3.02596
0.0001, 65536, 1, Classic, 6, 82.6103, 0.987895, 3.04763
0.0001, 65536, 1, Classic, 7, 82.6103, 0.987895, 3.02347
0.0001, 65536, 1, Classic, 8, 82.6103, 0.987895, 3.02371
0.0001, 65536, 1, Classic, mean, 82.6103, 0.987895, 3.03199
0.0001, 65536, 1, Classic, stddev, 0, 0, 0.0125709
0.0001, 65536, 1, TaskBased, 0, 82.6103, 0.987895, 3.02626
0.0001, 65536, 1, TaskBased, 1, 82.6103, 0.987895, 3.02445
0.0001, 65536, 1, TaskBased, 2, 82.6103, 0.987895, 3.02618
0.0001, 65536, 1, TaskBased, 3, 82.6103, 0.987895, 3.02471
0.0001, 65536, 1, TaskBased, 4, 82.6103, 0.987895, 3.06612
0.0001, 65536, 1, TaskBased, 5, 82.6103, 0.987895, 3.02771
0.0001, 65536, 1, TaskBased, 6, 82.6103, 0.987895, 3.02684
0.0001, 65536, 1, TaskBased, 7, 82.6103, 0.987895, 3.02445
0.0001, 65536, 1, TaskBased, 8, 82.6103, 0.987895, 3.02515
0.0001, 65536, 1, TaskBased, mean, 82.6103, 0.987895, 3.03021
0.0001, 65536, 1, TaskBased, stddev, 0, 0, 0.0135151
0.0001, 131072, 1, Classic, 0, 152.266, 0.993433, 6.51945
0.0001, 131072, 1, Classic, 1, 152.266, 0.993433, 6.48835
0.0001, 131072, 1, Classic, 2, 152.266, 0.993433, 6.48262
0.0001, 131072, 1, Classic, 3, 152.266, 0.993433, 6.51617
0.0001, 131072, 1, Classic, 4, 152.266, 0.993433, 6.48415
0.0001, 131072, 1, Classic, 5, 152.266, 0.993433, 6.48541
0.0001, 131072, 1, Classic, 6, 152.266, 0.993433, 6.50155
0.0001, 131072, 1, Classic, 7, 152.266, 0.993433, 6.48651
0.0001, 131072, 1, Classic, 8, 152.266, 0.993433, 6.48296
0.0001, 131072, 1, Classic, mean, 152.266, 0.993433, 6.49413
0.0001, 131072, 1, Classic, stddev, 0, 2.35514e-16, 0.0146052
0.0001, 131072, 1, TaskBased, 0, 152.266, 0.993433, 6.49819
0.0001, 131072, 1, TaskBased, 1, 152.266, 0.993433, 6.52882
0.0001, 131072, 1, TaskBased, 2, 152.266, 0.993433, 6.49516
0.0001, 131072, 1, TaskBased, 3, 152.266, 0.993433, 6.53099
0.0001, 131072, 1, TaskBased, 4, 152.266, 0.993433, 6.50073
0.0001, 131072, 1, TaskBased, 5, 152.266, 0.993433, 6.52804
0.0001, 131072, 1, TaskBased, 6, 152.266, 0.993433, 6.51184
0.0001, 131072, 1, TaskBased, 7, 152.266, 0.993433, 6.49548
0.0001, 131072, 1, TaskBased, 8, 152.266, 0.993433, 6.53209
0.0001, 131072, 1, TaskBased, mean, 152.266, 0.993433, 6.51348
0.0001, 131072, 1, TaskBased, stddev, 0, 2.35514e-16, 0.0164263
0.0001, 262144, 1, Classic, 0, 275.28, 0.996367, 14.4331
0.0001, 262144, 1, Classic, 1, 275.28, 0.996367, 14.4649
0.0001, 262144, 1, Classic, 2, 275.28, 0.996367, 14.4334
0.0001, 262144, 1, Classic, 3, 275.28, 0.996367, 14.429
0.0001, 262144, 1, Classic, 4, 275.28, 0.996367, 14.436
0.0001, 262144, 1, Classic, 5, 275.28, 0.996367, 14.4173
0.0001, 262144, 1, Classic, 6, 275.28, 0.996367, 14.4679
0.0001, 262144, 1, Classic, 7, 275.28, 0.996367, 14.5044
0.0001, 262144, 1, Classic, 8, 275.28, 0.996367, 14.4626
0.0001, 262144, 1, Classic, mean, 275.28, 0.996367, 14.4498
